order_created_at,order_number,order_status,customer_store_id,shipment_id,shipment_status,estimated_delivery_date,actual_delivery_date,store,delivery_by_merce,shipping_price,sold_amount,picked_amount,picked_cmv,rebate_amount
5/4/21 18:01:08,65269175,HANDED_OUT,34c75bff-fd52-43ec-80d8-d31e96a1b5c5,fd082b3e-197f-4591-85af-bda4c9aaf988,HANDED_OUT,2021-05-06,2021-05-06,Atacadão - Osasco,TRUE,15,347.14,324.00,328.97,
4/20/21 17:59:09,63718457,HANDED_OUT,d4da43ad-29e5-47ed-8547-400e36f425c8,a1f8a5f3-866f-42c4-a069-c5ecb34ffb4a,HANDED_OUT,2021-04-23,2021-04-22,Atacadão - Interlagos,TRUE,0,203.50,189.93,193.45,
6/9/21 10:06:37,77199334,HANDED_OUT,f7a5d804-2728-44c0-a635-e44785b219b9,d9e88dfe-aa55-4c5f-95ec-6f4fb1e903d4,HANDED_OUT,2021-06-10,2021-06-10,Giga - Online,TRUE,0,156.21,145.80,150.83,"8,748"
6/23/21 14:08:10,48406919,HANDED_OUT,a07ccbf8-6090-4a10-83b7-952ad1f6bce5,76452c74-bf6e-4e39-a7b7-8d45941efbe8,HANDED_OUT,2021-06-24,2021-07-04,Manikraft,FALSE,0,179.84,167.85,208.97,"12,12"
5/10/21 18:07:06,61770689,HANDED_OUT,04685373-a460-4e8d-97c5-07d410eb3a70,4e472936-8a24-48a9-8b34-c31febbca39e,HANDED_OUT,2021-05-12,2021-05-11,Atacadão - Osasco,TRUE,15,677.57,632.40,639.31,
6/2/21 13:52:11,70806052,HANDED_OUT,85691845-2658-4b88-b522-791c74dfc6ed,a23be2dc-c95d-43a8-bd2e-a7f546e06ed9,HANDED_OUT,2021-06-04,2021-06-04,Giga - Barra Funda,TRUE,0,176.64,57.87,79.72,"4,624"
6/28/21 13:17:50,56278030,HANDED_OUT,0c2687d5-fc8d-4d9c-a8d9-50662c8da40a,ee5f3658-0ad6-48f2-b342-bbcf21dc3ad5,HANDED_OUT,2021-06-30,2021-06-29,Akki - Embú das Artes,TRUE,0,97.49,90.99,92.28,
6/2/21 12:19:41,61769516,HANDED_OUT,03f88eff-2121-4346-87ba-3397b779965d,399bca9b-cdd9-42d1-8eea-269ac40e65c6,HANDED_OUT,2021-06-03,2021-06-03,Atacadão - Interlagos,TRUE,15,90.25,84.23,90.05,
6/2/21 12:19:41,61769516,HANDED_OUT,03f88eff-2121-4346-87ba-3397b779965d,ac801209-29bc-4abc-8cf8-8ea3270626a0,HANDED_OUT,2021-06-03,2021-06-03,Giga - Online,TRUE,0,17.12,15.98,16.53,"0,9588"
6/22/21 12:48:14,04147385,HANDED_OUT,006e1163-c30d-45dc-8040-62a6cf2d043a,01e09024-217c-4faf-8106-d17ef9402630,HANDED_OUT,2021-06-23,2021-06-23,Adega Félix,TRUE,0,"1,690.70","1,577.99","1,588.63",
4/7/21 13:06:34,02176546,HANDED_OUT,d27de3ab-cbf3-4d9b-b83e-ad89498e98f7,4663c3ed-ad3f-4372-a8b8-9262a47b9741,HANDED_OUT,2021-04-08,2021-04-08,Atacadão - Osasco,TRUE,15,297.70,277.85,297.78,
6/14/21 09:05:18,47560773,HANDED_OUT,8cb5c2f2-57c9-4fb9-aa5b-e2120f12ef24,514daca5-17ab-436d-b672-e61b1d62771e,HANDED_OUT,2021-06-15,2021-07-01,Rommac - Peg,FALSE,0,311.41,251.95,260.66,"15,118"
6/29/21 14:24:39,10843093,HANDED_OUT,f5a7be2c-fc15-4f89-9d89-c09020173e48,4647d77a-5994-4116-8fe0-a0265c4a7c56,HANDED_OUT,2021-06-30,2021-07-04,Manikraft,FALSE,0,189.47,176.84,206.01,"11,9488"
4/13/21 20:28:29,51570497,HANDED_OUT,1a771e4f-ae04-45a9-a794-79235078c623,2c0dd9fd-5ef1-43fd-aa14-a098b36a98d2,HANDED_OUT,2021-04-14,2021-04-14,Atacadão - Osasco,TRUE,0,230.66,215.28,222.70,
6/16/21 10:55:22,85905680,HANDED_OUT,d44d6dca-4cc7-444e-95ce-3d72d46d77cf,2e45fc14-e224-4074-b421-9fb409abc613,HANDED_OUT,2021-06-17,2021-06-17,Akki - Embú das Artes,TRUE,0,542.19,503.65,514.36,
4/6/21 22:24:22,24207699,HANDED_OUT,d27de3ab-cbf3-4d9b-b83e-ad89498e98f7,d235a42b-4c8a-4687-9643-bd228cb589fc,HANDED_OUT,2021-04-09,2021-04-09,Atacadão - Osasco,TRUE,0,"1,087.50","1,015.00","1,029.31",
4/23/21 15:04:40,65622215,CANCELED,e33b430a-8eaf-45cf-abf4-07bb9b1058a6,,,,,,,,72.00,0.00,0.00,
4/13/21 18:55:10,88301281,CANCELED,a668958f-5d2d-410d-824c-41d07d08a00b,,,,,,,,78.30,0.00,0.00,
5/13/21 14:08:44,52578651,HANDED_OUT,89c2e3b5-a56a-46f1-92f0-056df2fbdccf,050e9eb9-47a4-4b97-92e3-f37506caf0f6,HANDED_OUT,2021-05-14,2021-05-14,Atacadão - Osasco,TRUE,15,23.09,21.55,21.63,
5/25/21 13:25:20,51443153,HANDED_OUT,c5e357c2-da99-4a60-9129-cc36a0ced767,ec4d4ec8-e6a6-4a4e-8a95-9b7e61253a56,HANDED_OUT,2021-05-26,2021-05-26,Atacadão - Interlagos,TRUE,15,85.71,80.00,100.41,
4/19/21 13:34:02,90680592,HANDED_OUT,8bf3ffab-4529-4d31-b320-1a39ffbdd22c,0281d716-9542-4827-93a0-c75f7d2f0513,HANDED_OUT,2021-04-20,2021-04-20,Atacadão - Osasco,TRUE,15,359.39,297.43,341.23,
4/9/21 13:40:35,80566298,HANDED_OUT,16673cf8-41e2-4856-8afc-3cb0f8714e88,ae02419f-2e78-4465-9fa8-3db17245a8e6,HANDED_OUT,2021-04-13,2021-04-14,Atacadão - Osasco,TRUE,15,629.05,503.15,544.88,
5/9/21 01:08:20,36276944,HANDED_OUT,01657384-b6c0-4cc9-878b-f97212a32172,6536a3a4-c697-49e8-b859-07a5019bd927,HANDED_OUT,2021-05-10,2021-05-10,Atacadão - Interlagos,TRUE,15,600.37,355.17,413.98,
5/18/21 12:17:57,28474119,HANDED_OUT,cb1992ed-777f-4bcb-8d8c-87ff4c0e748a,3b73bcaa-b14d-40bb-a175-ab65c0e5b782,HANDED_OUT,2021-05-19,2021-05-21,Roldão Atacadista - Carapicuíba,TRUE,0,261.43,244.00,247.45,
5/31/21 14:58:11,90560909,PICKING,1e4c0fd2-af9e-4f19-8d19-1fbf500b86a8,064ac302-548f-4270-9dc5-b81b6a93c90e,HANDED_OUT,2021-06-01,2021-06-01,Giga - Online,TRUE,0,83.51,51.03,52.44,"3,0416"
6/24/21 13:28:27,42401682,HANDED_OUT,0619312f-1476-4c4b-b958-2c1341430919,99cad11d-ca91-4de0-aff7-6bfcd19775c5,HANDED_OUT,2021-06-25,2021-06-26,Atacadão - Interlagos,TRUE,15,134.00,125.07,114.69,
4/19/21 12:31:02,00787361,ACCEPTED,765690e7-0475-43ea-96cf-56c8f5d64b15,ffcd84ca-beae-43c8-ac6a-39a6c3b44e0c,PICKED,,,Atacadão - Interlagos,TRUE,0,272.21,0.00,0.00,
6/16/21 11:30:28,65658928,PICKING,1ab6ccec-36a9-481c-81ce-0c4c3a073f17,2c5d96b5-713f-47e0-a348-6a072fe608f7,HANDED_OUT,2021-06-17,2021-06-17,Giga - Osasco,TRUE,0,318.75,297.50,307.86,"17,856"
6/16/21 11:30:28,65658928,PICKING,1ab6ccec-36a9-481c-81ce-0c4c3a073f17,3c74e194-c335-4cd2-9971-17169c3be0be,HANDED_OUT,2021-06-17,2021-06-17,Atacadão - Osasco,TRUE,15,59.06,45.20,46.63,
6/16/21 11:30:28,65658928,PICKING,1ab6ccec-36a9-481c-81ce-0c4c3a073f17,5e84736c-6d94-4f4d-b6fe-089197627a77,HANDED_OUT,2021-06-17,2021-06-17,Akki - Embú das Artes,TRUE,0,218.13,203.59,205.90,
6/16/21 11:30:28,65658928,PICKING,1ab6ccec-36a9-481c-81ce-0c4c3a073f17,8378903e-9caf-46a8-9e37-c9122b70d7d2,HANDED_OUT,2021-06-17,2021-06-17,Giga - Online,TRUE,0,24.00,22.40,23.17,"1,344"
5/26/21 09:27:55,62083720,HANDED_OUT,42a17a21-3d6f-4c87-8ba9-1ebd828263bf,4b62251f-848e-439c-ba4b-445f5ccc19dc,HANDED_OUT,,2021-05-28,Atacadão - Interlagos,TRUE,0,104.29,97.33,100.69,
6/25/21 15:29:19,57750851,HANDED_OUT,04dd0c17-4a0e-4409-bb6d-be2647d8a916,15dc8891-c26f-4d9c-bee8-7c5eb388eb09,HANDED_OUT,2021-06-29,2021-06-29,Atacadão - Interlagos - OC,TRUE,0,477.56,445.72,449.75,
5/3/21 16:08:11,97047604,CANCELED,6c096179-7b6b-4959-9f45-41c877a30f58,3f59702c-ec5b-4898-b66d-9e77ea05125c,CANCELED,2021-05-04,,,TRUE,0,139.63,0.00,0.00,
4/12/21 10:48:16,45106564,HANDED_OUT,965efb24-1330-4cfd-887f-045ea9883204,f2477ddc-1cbf-4f68-adf3-46db23ca95f9,HANDED_OUT,2021-04-13,2021-04-13,Atacadão - Osasco,TRUE,15,182.94,138.04,146.96,
6/9/21 11:30:10,33172831,HANDED_OUT,bf1a50dc-e0d1-4775-8043-f497bb21044e,bea6c279-cd73-4a6c-98e0-cb83dce1f093,HANDED_OUT,2021-06-10,2021-06-10,Roldão Atacadista - Carapicuíba,TRUE,0,28.41,26.52,26.90,
4/26/21 16:56:46,97363613,HANDED_OUT,1a1b6413-2ce8-4724-9813-10745396496d,53e4c702-2d68-4961-a2ed-5eb2452cdae2,HANDED_OUT,,2021-04-26,Atacadão - Interlagos,TRUE,0,191.31,178.56,184.72,
5/10/21 12:03:34,55363716,HANDED_OUT,a47a4fae-9544-404a-9e3d-444879881143,9f199c78-1505-433f-9e85-8bb8739f5189,HANDED_OUT,2021-05-12,2021-05-11,Atacadão - Osasco,TRUE,15,240.07,224.07,227.30,
5/6/21 18:35:22,35091495,HANDED_OUT,842ac3e7-d1c9-4cd9-8954-d4855f48443c,0f2da01f-0c74-4402-b3f5-cac5b5e69f29,HANDED_OUT,2021-05-06,2021-05-06,Atacadão - Osasco,TRUE,15,"1,765.71","1,648.00","1,651.86",
6/25/21 12:11:53,75932430,HANDED_OUT,4bf755e2-efc4-461d-adfc-3c825b5a1340,9e6d091e-ff9c-4d45-b9b4-440e3d55d52b,HANDED_OUT,2021-06-29,2021-06-29,Atacadão - Interlagos - OC,TRUE,0,771.03,711.57,720.88,
5/13/21 21:22:32,23088041,CANCELED,1077f735-dc22-49b2-9e8c-22756b580b16,4f7be600-1734-40f4-8802-c74ea164d976,CANCELED,,,,TRUE,0,167.86,0.00,0.00,
4/5/21 15:12:53,55259087,HANDED_OUT,bee6d786-e20f-418b-9544-14d8ae6a1422,5b440404-41c3-407f-a57e-fc7e16515403,HANDED_OUT,2021-04-06,2021-04-06,Atacadão - Interlagos,TRUE,15,"1,182.91",853.65,971.92,
5/6/21 22:35:57,58805862,HANDED_OUT,0b15678d-144d-4ce5-affe-5ff7f3334b69,31be9db9-5255-463a-b100-9aaeb03d982f,HANDED_OUT,2021-05-07,2021-05-07,Atacadão - Interlagos,TRUE,0,405.00,378.00,383.59,
4/29/21 13:30:33,38322446,HANDED_OUT,a1e3afd6-938f-4271-8332-7e39d3d3be52,aae088b6-fe45-42df-9d76-41082a048cd4,HANDED_OUT,2021-04-30,2021-05-01,Atacadão - Interlagos,TRUE,15,303.54,272.77,280.81,
5/14/21 18:00:33,04375221,HANDED_OUT,f45f9af3-8417-4230-b3ea-8cf37ff01e53,6111467b-b85e-4f88-931b-5fe5e7cbba45,HANDED_OUT,2021-05-18,2021-05-19,Atacadão - Interlagos,TRUE,0,281.14,262.40,260.69,
6/11/21 13:38:51,61843877,HANDED_OUT,f46c6b47-20cc-4a2a-892b-993daaf76c73,75f7e235-871e-4c06-af87-d4db078ca780,HANDED_OUT,2021-06-14,2021-06-14,Atacadão - Osasco,TRUE,15,301.20,281.12,305.79,
6/10/21 12:17:16,38038137,HANDED_OUT,8f3ff07d-d045-4362-a0bc-8be525338168,53f86165-70fa-4640-829b-c6ba7fd77026,HANDED_OUT,2021-06-11,2021-06-11,Assaí - Osasco Autonomistas,TRUE,0,81.17,75.76,76.84,
6/3/21 13:18:02,14822046,HANDED_OUT,c47186fe-221f-424a-94a8-61b721e73a41,60079def-6346-4051-a750-21f5ee9165d5,HANDED_OUT,2021-06-04,2021-06-07,Giga - Osasco,TRUE,0,305.79,285.40,301.24,"17,472"
6/15/21 14:07:36,25024582,HANDED_OUT,ee83b961-79a7-4f78-8b27-0002f7af92b3,90bc58c2-4377-431b-a41b-40301801d003,HANDED_OUT,2021-06-16,2021-06-16,Adega Barreto,TRUE,0,175.50,163.80,164.48,
5/14/21 18:00:26,37111133,HANDED_OUT,256cfc66-4aca-45b9-8609-3b4432337c86,8d2119ab-40de-448b-8170-c90a7b15442c,HANDED_OUT,2021-05-18,2021-05-19,Atacadão - Interlagos,TRUE,15,687.86,642.00,651.72,
4/22/21 17:35:28,59729922,HANDED_OUT,f94b5f6f-992c-4723-a3db-29af019d046c,ecf89552-5580-4a71-827c-28577155e913,HANDED_OUT,2021-04-23,2021-04-23,Atacadão - Osasco,TRUE,0,63.21,59.00,60.00,
6/29/21 13:32:24,08932700,PICKING,158b63da-194b-4b66-bb93-f431ec2eccfc,cdb0725e-25e1-4757-8ba5-c44d90d5eff6,HANDED_OUT,2021-06-30,2021-06-30,Giga - Online,TRUE,0,187.97,160.68,165.81,"9,6168"
4/16/21 13:03:50,57456141,HANDED_OUT,00bc4ec3-1c82-4950-9335-74032fe9eee0,2107eda2-69ce-4ca6-addc-65e97dd5e928,HANDED_OUT,2021-04-22,2021-04-20,Atacadão - Interlagos,TRUE,0,"2,089.29","1,950.00","1,965.52",
6/22/21 11:33:19,02661092,PICKING,ee533946-fe66-45f5-a8c0-3b31713471b3,caf26843-28aa-4910-8405-a8c57e548ccf,CANCELED,2021-06-24,,,FALSE,0,481.64,0.00,0.00,
6/17/21 14:47:46,30068767,HANDED_OUT,860edb76-b59f-44a7-85ca-0c5c37fd64c5,834e4510-d907-48f8-9803-d209e7f3cd8f,HANDED_OUT,2021-06-18,2021-06-18,Giga - Online,TRUE,0,535.71,185.92,186.33,"10,8072"
6/3/21 15:02:49,31657201,HANDED_OUT,d7672a54-7651-4016-8cbb-fbbbd7fb449e,0ba99212-56f5-4044-bd1e-b7d1b962daaf,CANCELED,2021-06-04,,,TRUE,0,"1,080.57",0.00,0.00,
6/17/21 11:16:30,65599167,CANCELED,cf05b472-6c10-43e2-b6cb-6152ef75f5ea,dee207c1-a29d-46a3-a49e-2e40e1bb1d29,CANCELED,2021-06-18,,,TRUE,15,356.40,0.00,0.00,
6/2/21 10:58:28,19543305,PICKING,b4461533-99cf-4119-b1de-0c256b848d87,0bc89016-de35-4d14-890f-aeaccaeec270,HANDED_OUT,2021-06-04,2021-06-03,Atacadão - Osasco,TRUE,15,58.54,54.64,54.46,
6/24/21 14:47:02,47507089,HANDED_OUT,8cb5c2f2-57c9-4fb9-aa5b-e2120f12ef24,53cd86bb-c580-45ab-b5b9-da2fced0adef,HANDED_OUT,2021-06-25,2021-06-25,Atacadão - Interlagos,TRUE,15,87.04,81.24,92.48,
6/24/21 14:47:02,47507089,HANDED_OUT,8cb5c2f2-57c9-4fb9-aa5b-e2120f12ef24,629e5995-7b87-462a-9cdc-dba2c56fbc66,HANDED_OUT,2021-06-25,2021-06-25,Adega Barreto,TRUE,0,18.14,16.93,17.17,
6/2/21 15:59:40,76826709,HANDED_OUT,288bd929-070e-4d62-92a3-b7a513057fc7,5f3f0321-eef8-4e0e-8059-2e6c37a64d17,HANDED_OUT,2021-06-04,2021-06-03,Adega Félix,TRUE,0,300.90,280.84,286.26,
5/19/21 12:35:33,42340223,HANDED_OUT,034930a9-f4a9-4eeb-a7c6-3dcfad223aee,4fb87c95-9433-4507-968f-d4e9abc51167,HANDED_OUT,2021-05-20,2021-05-20,Atacadão - Osasco,TRUE,15,179.79,167.80,169.59,
6/4/21 12:59:05,19354835,HANDED_OUT,2479762a-f991-41ae-9e8e-e665db533205,323a491e-52be-426c-8b15-499d0c95d36b,HANDED_OUT,2021-06-08,2021-06-07,Atacadão - Interlagos,TRUE,15,19.21,17.93,18.55,
6/4/21 12:59:05,19354835,HANDED_OUT,2479762a-f991-41ae-9e8e-e665db533205,47984774-fbfe-42de-9517-b74e0aa7111d,HANDED_OUT,2021-06-08,2021-06-08,Assaí - Osasco Autonomistas,TRUE,0,261.43,244.00,244.14,
5/10/21 18:07:11,56193963,HANDED_OUT,00bc4ec3-1c82-4950-9335-74032fe9eee0,29102243-df74-4ad3-94da-7db4189eb9c5,HANDED_OUT,2021-05-12,2021-05-11,Atacadão - Interlagos,TRUE,0,405.00,378.00,383.59,
6/29/21 14:09:23,32987788,HANDED_OUT,4bd7fa78-f259-40d3-af52-d8b074ddaf86,0905e6e3-300c-494d-8667-1b295c3c44fd,HANDED_OUT,2021-07-01,2021-06-30,Adega Félix,TRUE,0,217.71,203.20,205.24,
6/8/21 12:13:01,71031981,PICKING,8a18f097-d7e4-4237-80dd-b7484870171f,f9957c64-a6d7-4bd8-9bd3-2b6368b6d198,HANDED_OUT,2021-06-09,2021-06-09,Atacadão - Interlagos,TRUE,0,203.71,190.13,192.83,
6/8/21 12:13:01,71031981,PICKING,8a18f097-d7e4-4237-80dd-b7484870171f,fc1713da-bcad-47a6-b84f-c253ad1bcf27,HANDED_OUT,2021-06-09,2021-06-09,Adega Félix,TRUE,0,52.37,48.88,49.57,
6/1/21 14:28:18,09214213,HANDED_OUT,353a14e0-efeb-4dc1-89ac-d4abd50d20e9,e82925a6-4913-498d-8e98-bf1155d3486f,HANDED_OUT,2021-06-02,2021-06-04,Roldão Atacadista - Cidade Dutra,TRUE,0,109.14,101.87,105.38,
5/27/21 12:34:49,18771477,HANDED_OUT,c47186fe-221f-424a-94a8-61b721e73a41,76192f22-f967-4eca-ae46-e2a6ca70d24c,HANDED_OUT,2021-05-28,2021-05-28,Atacadão - Osasco,TRUE,15,74.11,24.96,24.58,
6/2/21 12:02:56,59374919,HANDED_OUT,926d12bd-4515-4b92-9c08-02076a2c12ab,1fde1eae-8f98-44c2-b4d7-f002ade0251c,HANDED_OUT,2021-06-03,2021-06-03,Adega Félix,TRUE,0,"2,442.86","2,280.00","2,323.86",
4/8/21 20:01:31,03048952,HANDED_OUT,95b449b5-6f17-45ec-95cf-341b7c18fa99,0f27ec81-4ff7-405d-8165-8fccd533a16c,HANDED_OUT,2021-04-09,2021-04-09,Atacadão - Interlagos,TRUE,15,420.71,392.67,433.79,
4/16/21 11:08:47,72006650,HANDED_OUT,a6cec26a-35d2-46b3-b91e-aff0dab891d6,8a15412e-19f7-4f91-922c-72e89384a632,HANDED_OUT,2021-04-19,2021-04-20,Atacadão - Osasco,TRUE,15,274.29,256.00,264.83,
6/2/21 10:58:28,19543305,PICKING,b4461533-99cf-4119-b1de-0c256b848d87,61af5051-2310-46bc-91f2-d90c11290ac6,HANDED_OUT,2021-06-04,2021-06-03,Adega Félix,TRUE,0,102.49,95.65,97.49,
5/14/21 10:23:38,63486746,HANDED_OUT,1206854f-1d99-4d62-815c-f4f28d0bb39a,a6a3e1a7-6ee0-4e10-80e1-5fbdf85d2ba7,HANDED_OUT,2021-05-17,2021-05-17,Atacadão - Osasco,TRUE,15,864.00,555.52,744.00,
6/16/21 12:21:06,97197290,HANDED_OUT,91824aa4-c08b-4df2-92e1-9f7f4a7f1c02,607f73ec-d74c-4972-bb2f-83a169f97770,HANDED_OUT,2021-06-17,2021-06-17,Akki - Embú das Artes,TRUE,0,220.44,205.74,209.48,
6/14/21 00:35:00,86785841,HANDED_OUT,ab645dba-d2c3-4821-b5cb-ce1f1da4fd94,d8a4c56e-8e87-4c7d-b942-d4c143e740d3,HANDED_OUT,2021-06-15,2021-06-15,Atacadão - Osasco,TRUE,15,92.04,85.91,97.13,
6/2/21 10:58:28,19543305,PICKING,b4461533-99cf-4119-b1de-0c256b848d87,b001f40a-e161-4372-ba95-03f1daed9260,HANDED_OUT,2021-06-04,2021-06-03,Roldão Atacadista - Carapicuíba,TRUE,0,101.14,94.40,96.21,
6/9/21 13:37:13,11153809,HANDED_OUT,8cea40f1-51e4-42c7-9a7b-600477f467e3,56ae98e0-5773-4e16-b103-eecc5d3389ad,HANDED_OUT,2021-06-10,2021-06-10,Atacadão - Interlagos,TRUE,15,76.43,71.33,72.80,
6/9/21 13:37:13,11153809,HANDED_OUT,8cea40f1-51e4-42c7-9a7b-600477f467e3,dca6ae76-fd31-4a47-a3d9-722f9dd645e9,HANDED_OUT,2021-06-10,2021-06-10,Akki - Santo Amaro,TRUE,0,155.18,144.83,146.90,
5/12/21 18:55:56,71040320,HANDED_OUT,6de4f23b-7819-45ac-b7bd-cfb6312088b2,d6a12c0c-e6ed-4a85-8947-8aaab92373b6,HANDED_OUT,2021-05-14,2021-05-13,Atacadão - Osasco,TRUE,15,"1,346.96","1,257.17","1,275.00",
4/21/21 13:39:51,14724930,HANDED_OUT,1a25a150-7bb8-4c14-ad2b-9e1f785c428d,ad1e9f9a-c3a6-46ec-bb82-fedd75874084,HANDED_OUT,2021-04-22,2021-04-22,Atacadão - Osasco,TRUE,15,286.84,267.72,273.52,
4/19/21 17:37:55,81292649,HANDED_OUT,3fb1288a-64f5-437c-8ff5-4919d2aecb38,409cef78-df05-42cd-8d56-ea7e317d8608,HANDED_OUT,2021-04-20,2021-04-20,Atacadão - Osasco,TRUE,15,213.21,199.00,196.55,
6/22/21 11:30:13,99210772,HANDED_OUT,91824aa4-c08b-4df2-92e1-9f7f4a7f1c02,d9642e6d-9edf-4ba9-9fec-71b6eddbc857,HANDED_OUT,2021-06-23,2021-06-23,Adega Félix,TRUE,0,449.01,419.08,422.81,
5/13/21 22:31:01,31457493,HANDED_OUT,814f7017-fcfb-423f-b535-86bfd6bd2712,f4d315b5-adff-470d-8b85-616e2c9977c1,HANDED_OUT,2021-05-16,2021-05-17,Atacadão - Osasco,TRUE,15,241.29,164.29,179.61,
5/31/21 20:15:33,18363713,HANDED_OUT,04f2c0ae-deb1-47f8-a25e-9edf0f970f68,64696963-9315-407f-8408-40c872c8b212,CANCELED,2021-06-02,2021-06-07,Nissin,FALSE,0,108.89,91.89,95.06,"5,5136"
6/23/21 13:32:16,21107899,HANDED_OUT,91824aa4-c08b-4df2-92e1-9f7f4a7f1c02,6a09637b-9df5-46ee-82b8-8154fb47efba,HANDED_OUT,2021-06-24,2021-06-24,Giga - Online,TRUE,0,83.22,67.87,69.16,"4,0112"
6/23/21 13:32:16,21107899,HANDED_OUT,91824aa4-c08b-4df2-92e1-9f7f4a7f1c02,baa7f82a-6683-401d-b63a-aba358071736,HANDED_OUT,2021-06-24,2021-06-24,Akki - Embú das Artes,TRUE,0,85.86,80.13,81.32,
